nx: 496
ny: 6
<<<<<<<<<<<<<<<
234.588	        200	300	200	100	200
235.5636	200	300	200	100	200
237.85216	200	300	200	100	200
240.9189	200	300	200	100	200
244.43446	200	300	200	100	200
248.18555	200	300	200	100	200
252.03033	200	300	200	100	200
255.87473	200	300	200	100	200
259.65808	200	300	200	100	200
263.34018	200	300	200	100	200
266.89944	200	300	200	100	200
270.32257	200	300	200	100	200
273.60571	200	300	200	100	200
276.74985	200	300	200	100	200
279.75986	200	300	200	100	200
282.64163	200	300	200	100	200
285.40256	200	300	200	100	200
288.05164	200	300	200	100	200
290.59763	200	300	200	100	200
293.04843	200	300	200	100	200
295.41147	200	300	200	100	200
297.69327	200	300	200	100	200
299.89993	200	300	200	100	200
302.03635	200	300	200	100	200
304.1048	200	300	200	100	200
306.11005	200	300	200	100	200
308.05392	200	300	200	100	200
309.93799	200	300	200	100	200
311.76309	200	300	200	100	200
313.52979	200	300	200	100	200
315.23856	200	300	200	100	200
316.88934	200	300	200	100	200
318.48267	200	300	200	100	200
320.01651	200	300	200	100	200
321.49274	200	300	200	100	200
322.9104	200	300	200	100	200
324.27008	200	300	200	100	200
325.57184	200	300	200	100	200
326.8176	200	300	200	100	200
328.00409	200	300	200	100	200
329.13327	200	300	200	100	200
330.20621	200	300	200	100	200
331.22379	200	300	200	100	200
332.18674	200	300	200	100	200
333.09677	200	300	200	100	200
333.95453	200	300	200	100	200
334.76138	200	300	200	100	200
335.5184	200	300	200	100	200
336.2276	200	300	200	100	200
336.89011	200	300	200	100	200
337.5076	200	300	200	100	200
338.08179	200	300	200	100	200
338.61414	200	300	200	100	200
339.10617	200	300	200	100	200
340.04761	270	130	180	240	200
341.61221	270	130	180	240	200
343.65854	270	130	180	240	200
345.96509	270	130	180	240	200
348.34711	270	130	180	240	200
350.68289	270	130	180	240	200
352.9014	270	130	180	240	200
354.96701	270	130	180	240	200
356.86551	270	130	180	240	200
358.59616	270	130	180	240	200
360.16513	270	130	180	240	200
361.58255	270	130	180	240	200
362.86023	270	130	180	240	200
364.0101	270	130	180	240	200
365.04413	270	130	180	240	200
365.97336	270	130	180	240	200
366.80829	270	130	180	240	200
367.55841	270	130	180	240	200
368.2323	270	130	180	240	200
368.83734	270	130	180	240	200
369.38052	270	130	180	240	200
369.86832	270	130	180	240	200
370.30582	270	130	180	240	200
370.69803	270	130	180	240	200
371.04953	270	130	180	240	200
371.36169	270	130	180	240	200
371.64142	270	130	180	240	200
371.896	270	130	180	240	200
372.11972	270	130	180	240	200
372.31812	270	130	180	240	200
372.49368	270	130	180	240	200
372.64859	270	130	180	240	200
372.7847	270	130	180	240	200
372.90359	270	130	180	240	200
373.00684	270	130	180	240	200
372.94449	0	130	180	240	200
372.55362	0	130	180	240	200
371.76233	0	130	180	240	200
370.59225	0	130	180	240	200
369.10004	0	100	180	240	200
367.35226	0	100	180	240	200
365.41949	0	100	180	240	200
363.37061	0	100	180	240	200
361.25934	0	100	180	240	200
359.13306	0	100	180	240	200
357.02765	0	100	180	240	200
354.96814	0	100	180	240	200
357.78137	0	100	180	240	250
359.41455	0	100	180	240	250
360.10126	0	100	180	240	250
360.26959	0	100	180	240	250
360.14621	0	100	180	240	250
359.8587	0	100	180	240	250
359.48056	0	100	180	240	250
359.483	0	100	250	240	250
359.98267	0	100	250	240	250
360.86053	0	100	250	240	250
361.95502	0	100	250	240	250
363.14334	0	100	250	240	250
364.35825	0	100	250	240	250
365.54868	0	100	250	240	250
366.69135	0	100	250	240	250
367.77652	0	100	250	240	250
368.79697	0	100	250	240	250
369.75467	0	100	250	240	250
370.64636	0	100	250	240	250
371.48187	0	100	250	240	250
372.26263	0	100	250	240	250
372.99268	0	100	250	240	250
