nx: 999
ny: 2
<<<<<<<<<<<<<<<
167.28	104.53523
29.063999	102.70394
34.304001	95.780548
13.609	85.854584
164.8	85.478691
26.794001	83.218742
176.96001	87.640892
102.95	92.370865
192.73	101.48053
24.099001	101.92052
9.658	94.175705
76.029999	87.612778
82.557999	84.243774
80.278	82.742279
84.198997	82.275009
75.390999	81.72541
181.47	88.102531
134.03	95.871498
192.37	106.53586
32.596001	107.7254
149.73	109.30866
74.813004	108.22414
90.847	105.94218
7.7121	97.967949
112.49	93.705559
74.461998	91.002968
158.56	94.294762
159.05	101.4722
76.583	104.13472
50.557999	101.00838
68.585999	96.212242
193.56	100.10023
95.961998	103.54103
73.666	103.00023
152.91	105.35587
75.43	105.25342
180.06	109.69089
36.686001	108.05166
73.663002	103.5772
183.49001	106.26076
103.18	108.894
18.061001	103.92455
147.06	102.79447
0.94243002	96.311943
120.62	93.343697
191.37	99.237724
79.486	102.53761
146.31	106.49913
136.92999	110.86346
195.7	118.94823
40.757	118.65184
118.66	116.80573
190.31	120.76826
52.054001	119.35724
102.94	116.30261
127.27	115.29929
80.192001	112.83228
97.321999	110.13567
150.09	111.40691
25.239	107.02452
8.6125002	96.885468
74.188004	89.102028
138.66	88.921326
187.16	96.771385
95.514999	102.10642
25.82	99.099648
96.765999	95.896339
189.12	100.69538
73.549004	102.87904
65.696999	100.81631
154.58	102.62914
59.455002	101.53817
35.570999	95.859108
138.16	94.924721
52.789001	92.614616
91.547997	90.910477
168.74001	95.415085
176.3	104.38611
140	112.17828
151.14	118.59055
194.89999	126.91499
80.431	128.58966
26.256001	121.29086
144.95	117.55846
179.89999	120.70059
34.139999	117.69733
8.6056995	107.39437
95.832001	100.00481
18.787001	91.370087
130.00999	89.069649
190.46001	95.895355
91.542999	100.71952
107.38	103.08883
13.297	97.91497
98.774002	93.910439
83.508003	91.524902
58.451	88.290192
57.932999	84.307335
150.77	86.582695
19.358999	84.44384
15.383	77.625557
144.17999	77.780769
152.98	84.377487
131.59	92.020325
162.08	100.78742
74.848999	103.89367
61.245998	101.58316
74.139999	97.665329
141.35001	98.403084
33.673	95.323265
162.74001	97.376663
93.246002	99.28022
144.46001	103.13579
198.97	112.01131
72.500999	114.93769
146.17	117.31789
129.92999	119.52919
136.27	121.79613
1.5224	114.93026
130.83	110.62592
189.05	114.42391
122.65	118.37758
156.59	122.83034
0.63069999	117.08835
159.39	114.94385
128.36	115.74129
